"org","year","survey","bush","state","edu","age","female","black","weight"
"cbsnyt",4,"9155",0,22,2,3,1,0,1905
"cbsnyt",4,"9155",0,3,2,3,0,0,1367
"cbsnyt",4,"9155",1,41,4,4,0,0,928
"cbsnyt",4,"9155",1,25,4,2,1,0,704
"cbsnyt",4,"9155",NA,50,3,3,1,0,528
"cbsnyt",4,"9155",1,14,4,2,1,0,675
"cbsnyt",4,"9155",1,14,1,3,1,0,1510
"cbsnyt",4,"9155",NA,14,2,3,1,0,897
"cbsnyt",4,"9155",0,14,3,2,1,0,580
"cbsnyt",4,"9155",0,21,4,2,1,0,704
"cbsnyt",4,"9155",1,36,1,4,1,0,1510
"cbsnyt",4,"9155",0,43,2,2,1,0,1239
"cbsnyt",4,"9155",0,37,2,3,0,0,1570
"cbsnyt",4,"9155",1,21,2,3,1,0,468
"cbsnyt",4,"9155",1,4,2,4,0,0,1664
"cbsnyt",4,"9155",1,48,4,2,0,0,686
"cbsnyt",4,"9155",1,5,3,4,1,0,244
"cbsnyt",4,"9155",0,6,3,1,1,0,1279
"cbsnyt",4,"9155",0,5,2,3,0,0,911
"cbsnyt",4,"9155",0,5,3,1,0,1,1256
"cbsnyt",4,"9155",0,5,3,2,0,0,589
"cbsnyt",4,"9155",1,44,2,4,0,0,832
"cbsnyt",4,"9155",1,19,2,4,1,0,743
"cbsnyt",4,"9155",1,45,3,3,0,0,536
"cbsnyt",4,"9155",0,3,2,3,1,0,407
"cbsnyt",4,"9155",1,5,3,4,0,0,546
"cbsnyt",4,"9155",1,44,2,2,0,0,1387
"cbsnyt",4,"9155",0,45,3,2,1,0,526
"cbsnyt",4,"9155",1,4,3,2,1,0,302
"cbsnyt",4,"9155",0,44,3,1,0,0,548
"cbsnyt",4,"9155",1,25,3,1,0,0,1645
"cbsnyt",4,"9155",0,50,3,2,0,0,325
"cbsnyt",4,"9155",1,22,3,1,1,0,998
"cbsnyt",4,"9155",1,19,2,1,1,0,1329
"cbsnyt",4,"9155",0,11,1,4,0,0,832
"cbsnyt",4,"9155",1,34,2,3,1,0,935
"cbsnyt",4,"9155",1,49,2,4,0,0,1664
"cbsnyt",4,"9155",1,44,2,2,1,0,2478
"cbsnyt",4,"9155",1,4,2,3,1,0,935
"cbsnyt",4,"9155",1,1,4,2,1,0,704
"cbsnyt",4,"9155",1,44,1,3,1,0,1573
"cbsnyt",4,"9155",NA,1,2,2,0,1,1826
"cbsnyt",4,"9155",0,44,4,3,1,0,333
"cbsnyt",4,"9155",NA,50,1,4,1,0,1427
"cbsnyt",4,"9155",1,33,4,3,0,0,759
"cbsnyt",4,"9155",1,33,2,2,1,0,1894
"cbsnyt",4,"9155",1,40,4,2,1,0,717
"cbsnyt",4,"9155",1,33,4,2,1,0,717
"cbsnyt",4,"9155",0,5,3,3,1,0,479
"cbsnyt",4,"9155",1,23,4,3,0,0,715
"cbsnyt",4,"9155",0,44,1,4,0,0,832
"cbsnyt",4,"9155",0,37,3,4,1,0,560
"cbsnyt",4,"9155",1,33,4,3,1,0,339
"cbsnyt",4,"9155",0,1,2,3,1,0,935
"cbsnyt",4,"9155",0,14,1,3,0,1,1112
"cbsnyt",4,"9155",0,5,3,1,0,0,954
"cbsnyt",4,"9155",1,44,4,4,1,0,829
"cbsnyt",4,"9155",0,50,2,4,1,0,713
"cbsnyt",4,"9155",0,34,4,2,0,0,788
"cbsnyt",4,"9155",0,26,4,1,0,0,903
"cbsnyt",4,"9155",0,14,3,2,0,0,650
"cbsnyt",4,"9155",1,16,4,2,1,0,675
"cbsnyt",4,"9155",1,14,3,1,0,0,1052
"cbsnyt",4,"9155",0,44,3,3,0,0,616
"cbsnyt",4,"9155",0,21,1,3,0,0,1761
"cbsnyt",4,"9155",0,36,2,4,1,0,1427
"cbsnyt",4,"9155",0,18,3,2,0,0,1015
"cbsnyt",4,"9155",0,39,1,4,1,0,1515
"cbsnyt",4,"9155",1,21,3,3,1,0,275
"cbsnyt",4,"9155",0,44,1,3,0,0,881
"cbsnyt",4,"9155",0,10,3,1,1,0,980
"cbsnyt",4,"9155",1,22,4,2,1,0,359
"cbsnyt",4,"9155",NA,22,3,1,1,0,998
"cbsnyt",4,"9155",1,50,4,2,1,0,338
"cbsnyt",4,"9155",0,48,4,2,0,0,1372
"cbsnyt",4,"9155",1,6,4,2,0,0,686
"cbsnyt",4,"9155",1,24,3,3,1,0,264
"cbsnyt",4,"9155",0,14,3,2,0,0,650
"cbsnyt",4,"9155",0,28,3,4,0,0,601
"cbsnyt",4,"9155",1,38,4,2,1,0,613
"cbsnyt",4,"9155",1,31,3,1,0,0,559
"cbsnyt",4,"9155",0,44,3,2,1,0,907
"cbsnyt",4,"9155",1,19,3,2,1,0,605
"cbsnyt",4,"9155",0,50,2,4,0,0,1597
"cbsnyt",4,"9155",0,26,3,1,0,0,2104
"cbsnyt",4,"9155",0,17,2,3,1,1,580
"cbsnyt",4,"9155",1,44,3,4,1,0,840
"cbsnyt",4,"9155",1,14,3,2,0,0,650
"cbsnyt",4,"9155",0,1,3,3,0,0,616
"cbsnyt",4,"9155",1,10,3,2,0,0,677
"cbsnyt",4,"9155",1,44,4,3,0,0,373
"cbsnyt",4,"9155",1,44,4,3,1,0,666
"cbsnyt",4,"9155",0,44,4,3,0,0,745
"cbsnyt",4,"9155",0,5,2,2,0,0,604
"cbsnyt",4,"9155",0,5,3,2,0,1,1163
"cbsnyt",4,"9155",1,48,2,2,0,0,1207
"cbsnyt",4,"9155",1,38,4,2,1,0,613
"cbsnyt",4,"9155",0,14,2,2,0,1,1752
"cbsnyt",4,"9155",0,5,2,2,1,0,1079
"cbsnyt",4,"9155",0,26,2,2,1,0,1189
"cbsnyt",4,"9155",1,4,3,3,1,0,550
"cbsnyt",4,"9155",1,47,3,3,1,0,275
"cbsnyt",4,"9155",NA,19,2,1,0,1,3915
"cbsnyt",4,"9155",1,44,4,1,0,0,941
"cbsnyt",4,"9155",0,43,2,2,1,0,1239
"cbsnyt",4,"9155",0,34,4,2,1,0,1056
"cbsnyt",4,"9155",0,16,2,1,1,0,637
"cbsnyt",4,"9155",1,41,1,4,1,0,1487
"cbsnyt",4,"9155",0,44,2,3,1,0,935
"cbsnyt",4,"9155",0,44,2,2,1,0,620
"cbsnyt",4,"9155",0,39,3,3,1,1,362
"cbsnyt",4,"9155",1,23,2,4,1,0,713
"cbsnyt",4,"9155",0,36,3,4,0,0,601
"cbsnyt",4,"9155",1,31,4,1,1,0,857
"cbsnyt",4,"9155",1,22,2,1,1,0,677
"cbsnyt",4,"9155",0,26,2,2,0,0,3328
"cbsnyt",4,"9155",1,31,4,2,0,0,803
"cbsnyt",4,"9155",1,49,3,1,0,0,1096
"cbsnyt",4,"9155",1,26,2,4,1,0,1427
"cbsnyt",4,"9155",1,26,2,2,1,0,1189
"cbsnyt",4,"9155",1,18,4,3,1,0,666
"cbsnyt",4,"9155",0,9,4,2,0,0,394
"cbsnyt",4,"9155",1,39,4,2,0,0,803
"cbsnyt",4,"9155",0,10,2,4,1,0,1487
"cbsnyt",4,"9155",1,33,4,3,1,0,1017
"cbsnyt",4,"9155",1,44,2,2,0,0,1387
"cbsnyt",4,"9155",0,25,2,2,1,1,801
"cbsnyt",4,"9155",0,39,4,2,1,0,717
"cbsnyt",4,"9155",1,32,3,1,0,0,954
"cbsnyt",4,"9155",1,50,3,3,1,0,792
"cbsnyt",4,"9155",1,21,2,4,0,0,1664
"cbsnyt",4,"9155",0,34,2,3,1,0,1870
"cbsnyt",4,"9155",0,33,4,2,1,1,464
"cbsnyt",4,"9155",1,14,2,1,0,0,2854
"cbsnyt",4,"9155",0,26,4,2,0,0,756
"cbsnyt",4,"9155",0,10,3,4,1,0,280
"cbsnyt",4,"9155",1,11,2,1,0,0,2231
"cbsnyt",4,"9155",0,10,3,2,0,0,677
"cbsnyt",4,"9155",1,34,2,3,1,0,1870
"cbsnyt",4,"9155",0,11,2,1,1,0,1329
"cbsnyt",4,"9155",1,43,4,1,0,0,941
"cbsnyt",4,"9155",NA,32,1,3,1,0,1369
"cbsnyt",4,"9155",0,31,3,1,1,1,968
"cbsnyt",4,"9155",0,50,3,2,1,0,580
"cbsnyt",4,"9155",1,33,4,2,0,0,803
"cbsnyt",4,"9155",NA,31,1,4,1,0,757
"cbsnyt",4,"9155",1,31,3,4,0,0,639
"cbsnyt",4,"9155",1,14,4,2,0,0,756
"cbsnyt",4,"9155",0,18,3,2,1,0,605
"cbsnyt",4,"9155",1,28,2,3,1,0,449
"cbsnyt",4,"9155",1,18,4,2,1,0,704
"cbsnyt",4,"9155",1,21,3,3,1,0,550
"cbsnyt",4,"9155",1,14,2,1,0,0,1427
"cbsnyt",4,"9155",0,34,2,3,0,0,1047
"cbsnyt",4,"9155",0,16,2,2,1,0,1189
"cbsnyt",4,"9155",1,44,4,2,0,0,394
"cbsnyt",4,"9155",0,44,2,2,0,0,1387
"cbsnyt",4,"9155",1,37,2,2,1,0,1239
"cbsnyt",4,"9155",1,5,4,2,1,0,613
"cbsnyt",4,"9155",1,5,4,2,1,0,613
"cbsnyt",4,"9155",0,13,4,2,0,0,686
"cbsnyt",4,"9155",0,5,4,1,0,0,819
"cbsnyt",4,"9155",NA,5,1,4,1,0,324
"cbsnyt",4,"9155",1,27,3,3,1,0,718
"cbsnyt",4,"9155",1,6,3,3,0,0,804
"cbsnyt",4,"9155",1,35,1,3,1,0,1510
"cbsnyt",4,"9155",0,50,1,4,1,0,713
"cbsnyt",4,"9155",1,24,3,1,1,0,940
"cbsnyt",4,"9155",0,39,4,2,1,0,717
"cbsnyt",4,"9155",0,39,1,4,0,0,1696
"cbsnyt",4,"9155",0,15,3,1,0,0,1052
"cbsnyt",4,"9155",1,48,3,2,1,0,526
"cbsnyt",4,"9155",1,38,4,2,0,0,686
"cbsnyt",4,"9155",0,33,3,1,0,1,1470
"cbsnyt",4,"9155",0,48,4,3,0,0,648
"cbsnyt",4,"9155",NA,5,3,2,0,1,969
"cbsnyt",4,"9155",1,27,3,2,1,0,526
"cbsnyt",4,"9155",1,48,3,3,1,0,479
"cbsnyt",4,"9155",0,38,3,1,0,0,954
"cbsnyt",4,"9155",1,48,2,1,1,0,1156
"cbsnyt",4,"9155",1,48,3,2,1,0,263
"cbsnyt",4,"9155",1,15,3,1,0,1,1385
"cbsnyt",4,"9155",0,5,3,2,0,0,295
"cbsnyt",4,"9155",1,5,4,2,1,0,613
"cbsnyt",4,"9155",1,5,4,4,1,0,361
"cbsnyt",4,"9155",0,38,2,3,1,0,814
"cbsnyt",4,"9155",1,5,2,4,0,0,1449
"cbsnyt",4,"9155",1,5,3,3,0,0,268
"cbsnyt",4,"9155",0,48,4,2,0,0,686
"cbsnyt",4,"9155",1,5,2,2,1,0,1079
"cbsnyt",4,"9155",1,5,1,4,1,0,1294
"cbsnyt",4,"9155",1,48,3,4,1,0,487
"cbsnyt",4,"9155",0,23,2,3,1,0,449
"cbsnyt",4,"9155",1,15,2,1,0,0,2141
"cbsnyt",4,"9155",1,26,2,3,1,1,1160
"cbsnyt",4,"9155",0,48,3,3,1,0,479
"cbsnyt",4,"9155",1,5,2,3,1,0,407
"cbsnyt",4,"9155",0,38,4,2,0,0,686
"cbsnyt",4,"9155",0,48,3,2,1,0,263
"cbsnyt",4,"9155",1,5,4,2,0,0,686
"cbsnyt",4,"9155",1,5,4,4,1,0,361
"cbsnyt",4,"9155",0,38,4,3,1,0,579
"cbsnyt",4,"9155",1,48,4,4,1,0,361
"cbsnyt",4,"9155",0,48,4,2,1,0,613
"cbsnyt",4,"9155",0,48,3,2,0,0,589
"cbsnyt",4,"9155",1,5,2,1,0,0,647
"cbsnyt",4,"9155",0,48,4,2,0,0,1029
"cbsnyt",4,"9155",1,29,2,3,1,0,407
"cbsnyt",4,"9155",0,5,3,1,1,0,853
"cbsnyt",4,"9155",NA,5,2,2,1,0,1079
"cbsnyt",4,"9155",1,48,1,4,1,0,647
"cbsnyt",4,"9155",0,5,3,3,1,0,239
"cbsnyt",4,"9155",1,5,4,2,0,0,1029
"cbsnyt",4,"9155",1,5,3,2,0,0,295
"cbsnyt",4,"9155",1,48,2,1,0,0,1294
"cbsnyt",4,"9155",0,5,2,4,1,0,1294
"cbsnyt",4,"9155",1,5,2,4,0,0,724
"cbsnyt",4,"9155",0,5,2,2,0,0,1207
"cbsnyt",4,"9155",0,43,1,4,1,0,1487
"cbsnyt",4,"9155",NA,48,3,1,0,0,477
"cbsnyt",4,"9155",NA,5,2,2,1,0,1618
"cbsnyt",4,"9155",NA,48,4,1,0,0,819
"cbsnyt",4,"9155",NA,48,3,2,1,1,340
"cbsnyt",4,"9155",NA,5,2,1,1,0,578
"cbsnyt",4,"9155",NA,5,2,2,1,0,1079
"cbsnyt",4,"9155",NA,5,1,3,1,0,2054
"cbsnyt",4,"9155",NA,6,1,4,1,0,647
"cbsnyt",4,"9155",NA,5,2,2,0,0,1207
"cbsnyt",4,"9155",NA,44,1,2,1,0,2478
"cbsnyt",4,"9155",NA,48,2,1,1,0,1156
"cbsnyt",4,"9155",NA,5,2,3,1,0,814
"cbsnyt",4,"9155",NA,5,1,1,1,0,1156
"cbsnyt",4,"9155",NA,38,1,1,0,0,1294
"cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"cbsnyt",4,"9155",NA,38,4,2,0,0,686
"cbsnyt",4,"9155",NA,48,2,1,1,0,1156
"cbsnyt",4,"9155",NA,5,1,1,1,0,2313
"cbsnyt",4,"9155",NA,10,2,1,1,0,1993
"cbsnyt",4,"9155",NA,37,4,1,1,0,841
"cbsnyt",4,"9155",NA,5,2,2,1,1,697
"cbsnyt",4,"9155",NA,44,2,2,0,0,1387
"cbsnyt",4,"9155",NA,33,1,2,1,0,1262
"cbsnyt",4,"9155",NA,16,2,3,0,0,1004
"cbsnyt",4,"9155",NA,5,3,2,1,0,526
"cbsnyt",4,"9155",NA,41,1,3,0,0,1761
"cbsnyt",4,"9155",NA,3,4,4,1,0,361
"cbsnyt",4,"9155",NA,32,2,1,0,0,2589
"cbsnyt",4,"9155",NA,5,4,2,1,0,306
"cbsnyt",4,"9155",NA,6,3,1,1,0,1279
"cbsnyt",4,"9155",NA,11,2,2,0,0,2774
"cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"cbsnyt",4,"9155",NA,33,2,2,0,0,707
"cbsnyt",4,"9155",NA,18,2,4,0,0,832
"cbsnyt",4,"9155",NA,1,3,1,1,1,1267
"cbsnyt",4,"9155",NA,1,2,1,0,0,1487
"cbsnyt",4,"9155",NA,11,2,2,0,0,1387
"cbsnyt",4,"9155",NA,5,2,1,1,0,1156
"cbsnyt",4,"9155",NA,26,3,2,1,1,1126
"cbsnyt",4,"9155",NA,1,2,1,1,0,664
"cbsnyt",4,"9155",NA,14,2,2,0,0,666
"cbsnyt",4,"9155",NA,43,1,4,1,0,743
"cbsnyt",4,"9155",NA,44,1,2,0,0,1387
"cbsnyt",4,"9155",NA,25,1,1,1,0,1993
"cbsnyt",4,"9155",NA,36,2,1,0,0,1427
"cbsnyt",4,"9155",NA,50,2,2,1,0,595
"cbsnyt",4,"9155",NA,28,2,1,1,0,1275
"cbsnyt",4,"9155",NA,5,3,2,1,1,681
"cbsnyt",4,"9155",NA,21,4,3,0,0,1118
"cbsnyt",4,"9155",NA,39,2,4,1,0,1515
"cbsnyt",4,"9155",NA,21,2,1,1,0,1329
"cbsnyt",4,"9155",NA,34,1,3,1,1,1017
"cbsnyt",4,"9155",NA,48,4,1,0,0,410
"cbsnyt",4,"9155",NA,47,3,1,1,0,980
"cbsnyt",4,"9155",NA,10,1,4,0,0,832
"cbsnyt",4,"9155",NA,33,1,2,0,1,1860
"cbsnyt",4,"9155",NA,33,3,1,1,1,645
"cbsnyt",4,"9155",NA,10,3,2,1,0,605
"cbsnyt",4,"9155",NA,16,4,2,1,0,675
"cbsnyt",4,"9155",NA,41,2,4,1,1,1923
"cbsnyt",4,"9155",NA,34,2,1,0,0,1487
"cbsnyt",4,"9155",NA,49,2,1,1,0,1329
"cbsnyt",4,"9155",NA,22,2,1,1,0,3384
"cbsnyt",4,"9155",NA,33,2,2,0,0,1413
"cbsnyt",4,"9155",NA,47,2,1,1,0,664
"cbsnyt",4,"9155",NA,5,4,2,0,0,343
"cbsnyt",4,"9155",NA,25,3,1,0,0,1096
"cbsnyt",4,"9155",NA,48,2,3,0,0,1367
"cbsnyt",4,"9155",NA,6,1,2,1,0,2157
"cbsnyt",4,"9155",NA,33,4,2,1,0,1076
"cbsnyt",4,"9155",NA,33,4,2,0,1,1585
"cbsnyt",4,"9155",NA,39,2,4,1,0,757
"cbsnyt",4,"9155",NA,14,3,1,1,0,940
"cbsnyt",4,"9155",NA,26,3,1,0,0,526
"cbsnyt",4,"9155",NA,19,2,2,1,1,1602
"cbsnyt",4,"9155",NA,24,2,1,1,0,637
"cbsnyt",4,"9155",NA,39,1,4,1,0,1515
"cbsnyt",4,"9155",NA,36,2,2,0,0,1331
"cbsnyt",4,"9155",NA,50,2,1,1,0,2550
"cbsnyt",4,"9155",NA,7,3,2,0,0,690
"cbsnyt",4,"9155",NA,24,2,4,1,0,713
"cbsnyt",4,"9155",NA,10,2,3,0,0,1570
"cbsnyt",4,"9155",NA,44,1,1,0,0,2231
"cbsnyt",4,"9155",NA,10,2,2,1,0,1859
"cbsnyt",4,"9155",NA,41,1,1,0,0,744
"cbsnyt",4,"9155",NA,10,1,3,1,0,2360
"cbsnyt",4,"9155",NA,31,3,1,0,0,2234
"cbsnyt",4,"9155",NA,40,3,1,1,0,998
"cbsnyt",4,"9155",NA,31,1,1,1,0,3384
"cbsnyt",4,"9155",NA,39,1,3,1,0,1603
"cbsnyt",4,"9155",NA,33,4,2,0,0,803
"cbsnyt",4,"9155",NA,33,4,1,0,0,1438
"cbsnyt",4,"9155",NA,40,2,2,0,0,1413
"cbsnyt",4,"9155",NA,33,1,2,0,0,1413
"cbsnyt",4,"9155",NA,5,1,2,0,0,1207
"cbsnyt",4,"9155",NA,44,2,2,1,0,1239
"cbsnyt",4,"9155",NA,21,2,1,0,0,744
"cbsnyt",4,"9155",NA,31,2,1,0,0,1515
"cbsnyt",4,"9155",NA,17,2,1,1,0,1275
"cbsnyt",4,"9155",NA,36,3,3,1,0,528
"cbsnyt",4,"9155",NA,36,1,4,1,0,713
"cbsnyt",4,"9155",NA,19,2,1,1,1,3436
"cbsnyt",4,"9155",NA,36,2,2,1,0,1189
"cbsnyt",4,"9155",NA,7,3,2,1,0,616
"cbsnyt",4,"9155",NA,43,2,3,1,0,935
"cbsnyt",4,"9155",NA,44,1,1,1,0,1329
"cbsnyt",4,"9155",NA,11,2,1,1,0,1329
"cbsnyt",4,"9155",NA,11,1,4,1,0,743
"cbsnyt",4,"9155",NA,16,4,2,0,0,756
"cbsnyt",4,"9155",NA,47,1,4,1,0,2230
"cbsnyt",4,"9155",NA,26,2,1,0,0,714
"cbsnyt",4,"9155",NA,3,3,2,0,0,589
"cbsnyt",4,"9155",NA,33,2,1,0,1,3988
"cbsnyt",4,"9155",NA,14,2,2,0,0,1331
"cbsnyt",4,"9155",NA,11,4,1,0,0,471
"cbsnyt",4,"9155",NA,34,2,3,1,0,468
"cbsnyt",4,"9155",NA,39,3,4,1,0,285
"cbsnyt",4,"9155",NA,22,1,1,0,0,3030
"cbsnyt",4,"9155",NA,15,1,3,1,0,755
"cbsnyt",4,"9155",NA,33,4,1,0,0,959
"cbsnyt",4,"9155",NA,5,3,3,1,0,479
"cbsnyt",4,"9155",NA,10,1,4,1,0,1487
"cbsnyt",4,"9155",NA,39,4,3,0,0,1139
"cbsnyt",4,"9155",NA,36,2,1,0,0,1427
"cbsnyt",4,"9155",NA,43,2,1,1,1,1718
"cbsnyt",4,"9155",NA,31,2,3,1,1,3080
"cbsnyt",4,"9155",NA,43,2,3,1,0,935
"cbsnyt",4,"9155",NA,10,4,2,1,0,1056
"cbsnyt",4,"9155",NA,24,3,3,1,0,528
"cbsnyt",4,"9155",NA,21,3,2,0,0,338
"cbsnyt",4,"9155",NA,36,1,4,1,0,713
"cbsnyt",4,"9155",NA,39,1,1,1,1,875
"cbsnyt",4,"9155",NA,36,2,2,0,0,1331
"cbsnyt",4,"9155",NA,31,1,3,0,0,1794
"cbsnyt",4,"9155",NA,5,2,3,1,0,814
"cbsnyt",4,"9155",NA,3,4,2,0,0,686
"cbsnyt",4,"9155",NA,33,4,2,1,0,717
"cbsnyt",4,"9155",NA,33,2,1,0,0,3030
"cbsnyt",4,"9155",NA,50,1,3,0,0,1690
"cbsnyt",4,"9155",NA,36,1,2,1,0,1189
"cbsnyt",4,"9155",NA,47,3,1,0,0,822
"cbsnyt",4,"9155",NA,43,1,4,1,0,1487
"cbsnyt",4,"9155",NA,1,3,2,0,0,338
"cbsnyt",4,"9155",NA,10,3,2,0,0,338
"cbsnyt",4,"9155",NA,10,2,4,1,0,1487
"cbsnyt",4,"9155",NA,34,1,2,1,1,801
"cbsnyt",4,"9155",NA,40,2,1,0,0,1515
"cbsnyt",4,"9155",NA,23,1,4,1,0,713
"cbsnyt",4,"9155",NA,22,2,1,0,0,2273
"cbsnyt",4,"9155",NA,49,2,2,1,0,1239
"cbsnyt",4,"9155",NA,39,2,1,0,0,1515
"cbsnyt",4,"9155",NA,39,2,4,0,0,848
"cbsnyt",4,"9155",NA,14,3,1,1,0,940
"cbsnyt",4,"9155",NA,16,2,2,1,0,1189
"cbsnyt",4,"9155",NA,21,1,3,1,1,2035
"cbsnyt",4,"9155",NA,10,4,2,0,0,394
"cbsnyt",4,"9155",NA,31,2,2,0,0,707
"cbsnyt",4,"9155",NA,1,2,1,1,0,1329
"cbsnyt",4,"9155",NA,33,4,2,0,0,401
"cbsnyt",4,"9155",NA,39,4,1,1,1,1108
"cbsnyt",4,"9155",NA,24,2,2,1,0,1189
"cbsnyt",4,"9155",NA,43,1,3,1,0,787
"cbsnyt",4,"9155",NA,33,1,3,1,0,1603
"cbsnyt",4,"9155",NA,34,4,1,0,0,941
"cbsnyt",4,"9155",NA,39,2,3,1,0,953
"cbsnyt",4,"9155",NA,39,4,3,1,0,678
"cbsnyt",4,"9155",0,22,4,2,0,0,803
"cbsnyt",4,"9155",1,22,1,3,0,0,1794
"cbsnyt",4,"9155",1,46,2,1,0,0,1515
"cbsnyt",4,"9155",1,33,4,2,0,0,803
"cbsnyt",4,"9155",0,33,3,2,0,0,690
"cbsnyt",4,"9155",0,31,2,2,1,0,631
"cbsnyt",4,"9155",1,6,4,2,1,0,613
"cbsnyt",4,"9155",1,23,2,1,1,0,1912
"cbsnyt",4,"9155",1,43,4,4,0,0,928
"cbsnyt",4,"9155",0,18,2,3,1,0,935
"cbsnyt",4,"9155",0,43,3,4,0,0,940
"cbsnyt",4,"9155",1,23,3,2,0,0,650
"cbsnyt",4,"9155",1,18,4,3,1,0,333
"cbsnyt",4,"9155",0,36,3,4,0,0,301
"cbsnyt",4,"9155",0,15,1,2,1,0,1189
"cbsnyt",4,"9155",NA,23,4,2,0,0,756
"cbsnyt",4,"9155",1,36,4,4,0,0,891
"cbsnyt",4,"9155",1,18,1,1,1,0,1329
"cbsnyt",4,"9155",0,44,4,1,1,1,1087
"cbsnyt",4,"9155",1,43,1,1,1,0,1329
"cbsnyt",4,"9155",1,47,4,2,0,0,788
"cbsnyt",4,"9155",NA,34,3,2,1,0,605
"cbsnyt",4,"9155",1,34,2,3,0,0,1047
"cbsnyt",4,"9155",1,23,3,1,0,0,1052
"cbsnyt",4,"9155",0,34,2,1,1,0,1329
"cbsnyt",4,"9155",0,25,2,2,1,0,1239
"cbsnyt",4,"9155",1,11,3,4,1,0,1120
"cbsnyt",4,"9155",0,43,2,2,0,0,1387
"cbsnyt",4,"9155",1,14,4,2,0,0,756
"cbsnyt",4,"9155",1,25,2,2,1,0,1239
"cbsnyt",4,"9155",0,36,2,4,1,0,1427
"cbsnyt",4,"9155",0,21,1,4,0,1,1095
"cbsnyt",4,"9155",0,5,2,2,0,0,1207
"cbsnyt",4,"9155",0,10,1,4,0,0,832
"cbsnyt",4,"9155",1,10,2,3,1,0,935
"cbsnyt",4,"9155",0,38,1,4,0,0,1449
"cbsnyt",4,"9155",1,47,2,2,1,0,1239
"cbsnyt",4,"9155",1,5,4,3,1,0,579
"cbsnyt",4,"9155",1,34,2,2,1,0,1239
"cbsnyt",4,"9155",1,5,4,1,0,0,819
"cbsnyt",4,"9155",1,10,3,4,1,0,280
"cbsnyt",4,"9155",1,43,2,4,1,0,1487
"cbsnyt",4,"9155",1,21,3,3,0,0,924
"cbsnyt",4,"9155",NA,47,4,3,0,0,373
"cbsnyt",4,"9155",0,33,1,3,0,0,2692
"cbsnyt",4,"9155",1,15,3,1,1,0,470
"cbsnyt",4,"9155",1,36,2,3,1,0,1346
"cbsnyt",4,"9155",0,7,1,4,1,0,757
"cbsnyt",4,"9155",1,25,3,1,0,0,548
"cbsnyt",4,"9155",1,5,3,4,1,0,487
"cbsnyt",4,"9155",0,33,2,2,0,0,1413
"cbsnyt",4,"9155",0,31,2,3,0,0,533
"cbsnyt",4,"9155",0,33,2,4,1,0,757
"cbsnyt",4,"9155",1,33,1,2,1,0,631
"cbsnyt",4,"9155",1,43,4,2,1,0,704
"cbsnyt",4,"9155",1,11,2,2,0,0,1387
"cbsnyt",4,"9155",1,43,3,2,1,0,605
"cbsnyt",4,"9155",1,44,2,2,1,0,1239
"cbsnyt",4,"9155",0,33,4,3,0,0,380
"cbsnyt",4,"9155",1,39,3,3,1,0,841
"cbsnyt",4,"9155",1,8,1,3,1,0,3147
"cbsnyt",4,"9155",NA,33,2,2,1,0,631
"cbsnyt",4,"9155",0,7,2,3,1,0,953
"cbsnyt",4,"9155",1,33,2,3,0,0,1066
"cbsnyt",4,"9155",0,36,2,3,1,0,1346
"cbsnyt",4,"9155",0,31,2,2,1,0,631
"cbsnyt",4,"9155",0,36,4,3,1,0,319
"cbsnyt",4,"9155",1,22,4,1,1,0,857
"cbsnyt",4,"9155",1,33,4,2,0,0,803
"cbsnyt",4,"9155",0,3,2,1,0,0,1294
"cbsnyt",4,"9155",0,33,4,4,0,0,473
"cbsnyt",4,"9155",1,39,4,1,0,0,959
"cbsnyt",4,"9155",1,21,4,3,1,0,333
"cbsnyt",4,"9155",1,11,2,2,0,0,1387
"cbsnyt",4,"9155",1,10,4,3,1,0,666
"cbsnyt",4,"9155",1,18,2,1,1,0,1329
"cbsnyt",4,"9155",1,47,4,1,0,0,1412
"cbsnyt",4,"9155",NA,11,1,4,1,0,1487
"cbsnyt",4,"9155",0,34,3,4,1,0,280
"cbsnyt",4,"9155",1,44,4,2,0,0,788
"cbsnyt",4,"9155",0,10,4,1,1,0,841
"cbsnyt",4,"9155",1,10,3,2,1,0,302
"cbsnyt",4,"9155",1,47,2,4,0,0,1664
"cbsnyt",4,"9155",0,23,4,2,0,0,756
"cbsnyt",4,"9155",1,11,3,3,1,0,550
"cbsnyt",4,"9155",1,47,4,4,0,0,464
"cbsnyt",4,"9155",1,10,4,1,1,0,841
"cbsnyt",4,"9155",1,43,3,2,1,0,605
"cbsnyt",4,"9155",1,47,3,1,0,0,1096
"cbsnyt",4,"9155",1,34,2,4,1,0,743
"cbsnyt",4,"9155",0,36,3,2,0,0,325
"cbsnyt",4,"9155",1,42,2,3,1,0,897
"cbsnyt",4,"9155",1,23,2,1,1,0,1275
"cbsnyt",4,"9155",1,23,4,3,1,0,479
"cbsnyt",4,"9155",1,23,4,2,1,0,675
"cbsnyt",4,"9155",1,10,2,3,0,0,1570
"cbsnyt",4,"9155",NA,10,2,3,0,0,523
"cbsnyt",4,"9155",0,10,2,3,1,0,935
"cbsnyt",4,"9155",1,3,2,4,1,0,647
"cbsnyt",4,"9155",0,19,4,3,0,1,981
