city,company,salary,summary,title,parsed_salary
Boston,Smith Hanley Associates,"$145,000 - $160,000 a year","Data Scientists, together with Data Engineers, Scientific Modelers and Scientific Programmers, are part of the core Analytics Solutions team....",Analytics Expert,152500.0
Boston,Fanning Personnel,"$80,000 - $125,000 a year",Gather and analyze data regarding relevant economic and investment developments. An investment management firm in Boston is seeking a Research Analyst.The...,Research Analyst,102500.0
Boston,WinterWyman,"$165,000 a year",Their platform is used by data scientists of all abilities to analyze data in a fast and efficient manner. Their platform will point out any patterns in the...,Distributed Systems OR Full - Stack Python,165000.0
Boston,The Bivium Group,"$100,000 - $150,000 a year",Jamie is a top ranked technical recruiter in Boston with 75+ Recommendations on LinkedIn that has been expertly recruiting and placing Software Engineers and...,"Software Engineer - C, Linux - BIG Compensation",125000.0
Boston,Penfield Search Partners,"$150,000 a year","Expertise in genetic, genomic and proteomics data analysis, including raw data processing and modeling of processed/normalized data, and familiarity with...","Manager, Exploratory Statistics",150000.0
Boston,TEEMA Solutions Group,"$130,000 a year",Senior Software Scientist – Platform Tools R&D. Solid experience and utilization of the fundamentals in data structures and algorithms....,Senior Software Scientist – Platform Tools R&D,130000.0
Boston,Jobspring Partners,"$100,000 - $150,000 a year","One of Boston's rapidly growing healthcare analytics companies, comprised of world-class scientists, doctors, and engineers, is currently looking to bring on a...",Senior Software Engineer,125000.0
Boston,The Bivium Group,"$130,000 - $150,000 a year",Jamie is a top ranked technical recruiter in Boston with 75+ Recommendations on LinkedIn that has been expertly recruiting and placing Software Engineers and...,Lead Ruby on Rails Architect - CTOs Right Hand,140000.0
Boston,John Leonard,"$65,000 - $80,000 a year","Salary: $65K - $80K 3+ years of experience in knowledge management, consulting, marketing, business development, or project management A leading global",Competitive Research Analyst #23654,72500.0
Boston,Jobspring Partners,"$60,000 - $110,000 a year","Java, job, R, Python, Data Mining, Big Data, SPSS, SAS, BI, Tableau, Hadoop, Hive, Pig, Spark, machine learning, job, predictive analytics, data scientist,...",Data Scientist (PhD & Health Insurance Claims Experience),85000.0
Los+Angeles,Los Angeles County Human Resources,"$71,152 - $83,721 a year",Devises data processing procedures that make use of high speed computers and works with computer personnel in the programming and processing of data.Prepares...,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES",77436.5
Los+Angeles,Los Angeles County Department of Human Resources,"$71,152 - $83,721 a year",Devises data processing procedures that make use of high speed computers and work with computer personnel in the programming and processing of data....,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES",77436.5
Los+Angeles,Department of the Army,"$44,689 - $58,096 a year","Work that involves conducting analysis, gathering data, and reviewing a variety of narrative and/or statistical data to prepare reports....",Realty Specialist,51392.5
Los+Angeles,Los Angeles County Department of Human Resources,"$87,955 - $115,354 a year","An in-person proctored written test measuring written expression, data analysis & decision-making/mathematics, and reading comprehension....",HUMAN RESOURCES ANALYST IV - Test Research,101654.5
Los+Angeles,AGI Innovations Inc,"$24,000 - $36,000 a year","This work sometimes involves tedious review and cleanup of large amounts of data, so patience, discipline, and speed are important....",A.I. Psychologist/Research Assistant,30000.0
Los+Angeles,Insight Recruiting,$140 - $160 a day,Fixed Income Research Analyst Research analyst role with alternative asset manager/investment adviser to work on the Capital Markets fixed income team.,Fixed Income Research Analyst,
Los+Angeles,Los Angeles County Department of Human Resources,"$74,566 - $97,794 a year",Develops and documents the backup procedure to assure a continuing flow of essential laboratory data in case breakdown of data systems....,"MEDICAL TECHNOLOGIST, DATA SYSTEMS",86180.0
Los+Angeles,Commercial Cleaning Systems,"$55,000 a year",Make recommendations based on data analysis. Review sales history data and analyze/compare with current market research....,Market Research Analyst,55000.0
Los+Angeles,Lawrence Harvey,"$95,000 a year",Currently they are looking for a Data Scientist. This role will grow into the lead data scientist candidate will be a manager and leader of application...,Data Scientist,95000.0
Los+Angeles,"Exact Staff, Inc.","$90,000 a year","Current California Clinical Laboratory Scientist license. Maintains accurate department records, reports and statistical data as required....",Clinical Laboratory Scientist (CLS),90000.0
Los+Angeles,Futuretech Staffing,"$150,000 a year","The *Principal Scientist*. Additionally, the *Principal Scientist*. Ability to expertly generate and analyze data quickly....",Principal Scientist - Food Science - Protein,150000.0
Los+Angeles,Futuretech Staffing,"$110,000 a year",Evaluates stability data and makes appropriate adjustments based on data. Ability to generate and analyze data to drive correct decision making....,Scientist II - Tea (must have tea experience),110000.0
Los+Angeles,Department Of Commerce,"$63,772 - $99,296 a year","Selecting and applying advanced statistical analysis to socio/economic or demographic data, and developing professional papers or reports on such data;...",Statistician,81534.0
Los+Angeles,Futuretech Staffing,"$110,000 a year",Evaluates stability data and makes appropriate adjustments based on data. Ability to generate and analyze data to drive correct decision making....,Scientist - Tea,110000.0
Los+Angeles,Lighthouse Recruiting,"$80,000 - $110,000 a year","Join our Medical Laboratory Scientists Groups:. And also performing quantitative analysis, data review and certifying and releasing results....",LC/MS Clinical Laboratory Scientist,95000.0
Los+Angeles,LT,"$200,000 a year",We have four QA engineers with three more open positions and two data scientists with more open roles. My client a leading mobile application company located in...,Java Developer,200000.0
Los+Angeles,Analytic Recruiting,"$60,000 a year","Strong understanding of market research data, ability to mine data to pull insights. Ability to use v-lookup, to transpose data)....",Market Research Analyst,60000.0
Los+Angeles,Futuretech Staffing,"$120,000 a year",Evaluates stability data and makes appropriate adjustments based on data. Ability to generate and analyze data to drive correct decision making....,Scientist for Tea Formulation,120000.0
Los+Angeles,Lighthouse Recruiting,"$160,000 - $180,000 a year",Join our Medical Laboratory Scientists Groups:. Testify in legal proceedings regarding analysis and interpretation of toxicological analytical data performed on...,"Laboratory Director, Toxicology",170000.0
Los+Angeles,Jobspring Partners,"$100,000 - $120,000 a year","Senior NodeJS Developer , Senior Software Engineer, Orange County, California, Job, opportunity, nodejs, expressjs, mongodb, orange county, javascript,...",Senior Node.JS Developer,110000.0
Los+Angeles,Lighthouse Recruiting,"$120,000 - $160,000 a year","Join our Medical Laboratory Scientists Groups:. QC all testing results to ensure data accuracy. A mid-sized but growing urine toxicology laboratory in Pasadena,...",Molecular Laboratory Manager,140000.0
Los+Angeles,Selby Jennings,"$150,000 - $250,000 a year","Equity Research Analyst The Client is a rapidly expanding Investment Advisory firm with over 50 years of service. They focus on equity recommendations,",Global Equity Research Analyst,200000.0
Los+Angeles,LT,"$180,000 a year",We have two QA engineers with three more open positions and one data scientist with more open roles. My client a leading mobile application company located in...,Mobile QA Engineer,180000.0
Los+Angeles,Selby Jennings,"$150,000 - $250,000 a year","Senior Equity Research Analyst The Client is a rapidly expanding Investment Advisory firm with over 50 years of service focusing on equity recommendations,",Senior Equity Research Analyst,200000.0
Phoenix,"City of Goodyear, AZ","$63,696 - $94,557 a year","Prepare assigned portions of financial and budget reports, including data, analysis, text, draft presentation, and document review....",Budget & Research Analyst,79126.5
Phoenix,Reckitt Benckiser Group,"$90,000 - $100,000 a year","Present data and technical papers. Design, filter, analyze and summarize data using statistical software. Demonstrated ability to work in a multi-disciplinary...",Sr. Applications Engineer,95000.0
Phoenix,Arizona State University,"$31,680 - $40,000 a year",Assists with preparation of budget projections and analyses of data and/or trends to management for decision making....,Academic Financial Specialist,35840.0
Phoenix,Streamline/Booking Pal,"$36,000 a year","As you can imagine, when dealing with AirBnB, Expedia.com, Booking.com and many other companies, the accuracy of data is important....",Account Management,36000.0
Phoenix,SiteLock,"$50,000 - $55,000 a year","Why SiteLock? When you join SiteLock, you are making a commitment to be a part of something cool. We take a ""work hard, play hard"" approach to serving our",Web Security Research Analyst,52500.0
Phoenix,The University of Arizona,"$33,000 - $39,500 a year","Maintain accurate data in the campus electronic budgeting system. The College inspires and trains individuals to become exemplary physicians, scientists and...","Accountant, Associate, College of Medicine - Phoenix",36250.0
Houston,Texas A&M University,"$70,000 a year",Primary responsibilities include application and development of bioinformatic and biostatistic algorithms to process and analyze multiple types of high...,Bioinformatics Postdoctoral Fellow,70000.0
Houston,Baylor College of Medicine,"$86,500 a year","Senior Staff Scientist/ Technical Director, Genomic & RNA Profiling Core Facility. This is a 100% FTE position at the Senior Staff Scientist level....",Senior Staff Scientist / Technical Director,86500.0
Houston,Baylor College of Medicine,"$93,431 a year","Integrates data from disparate systems. Knowledge of biomedical research, and or clinical data is desirable but not required....",Java Programmer,93431.0
Houston,Lighthouse Recruiting,"$60,000 - $75,000 a year","Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy and release the results....",Sr. Certifying Scientist / Toxicologist,67500.0
Houston,MD ANDERSON CANCER CENTER,"$51,600 - $77,400 a year","PI meetings, data review). Review results and participate in data analysis. Evaluate data and develop or revise protocol to approach problems....",Clinical Research Scientist,64500.0
Houston,Baylor College of Medicine,"$54,590 a year",Data entry and management of Quality Assurance software system (Q-Pulse). Assists the cGMP Quality Assurance Program at the Center for Cell and Gene Therapy by:...,Senior Research Quality Assurance Analyst,54590.0
Houston,Baylor College of Medicine,"$28,909 - $36,000 a year",Experience with FlowJo software and data banking is highly desirable but not a pre-requisite. We seek a motivated and responsible scientist to investigate the...,Cytometry Technician,32454.5
Houston,Baylor College of Medicine,"$38,081 - $48,000 a year",Performs data review committee tracking and meeting organization. Assists in preparing for outside audit/monitoring visits and collection of delinquent data....,Research Quality Assurance Analyst,43040.5
Houston,Baylor College of Medicine,"$67,632 a year","We are an interdisciplinary group of scientists, physicians and engineers. In addition, the lab manager will manage the backup of material and data, accuracy of...",Laboratory Manager,67632.0
Portland,"Multnomah County, OR","$70,094 - $86,297 a year",Experience conducting data analyses that link program and clinical data to population health data. Proficiency working with large data sets....,Research Evaluation Analyst Senior,78195.5
San+Francisco,MarkMonitor,"$180,000 a year","Data skills (SQL, Hive, Pig). Applying machine learning to classification problems on unstructured data. MarkMonitor&mdash;the world leader in brand protection...",Data Scientist,180000.0
San+Francisco,Mines.io,"$80,000 - $120,000 a year",We are looking for a data scientist/developer to fill a cross-functional role on our small team. We expect you to be able to work and experiment with large data...,Full-Stack Data Scientist,100000.0
San+Francisco,Workbridge Associates,"$125,000 - $135,000 a year","Experience with big data stack technologies, such as Hadoop or Spark. Strong skills in machine learning will be implemented to process and analyze this data....",Mid-Level Data Scientist,130000.0
San+Francisco,Workbridge Associates,"$150,000 - $180,000 a year","The Data Scientist will have an opportunity to work on huge data sets. Pulling data from data warehouse, massaging data, inspecting validation processes,...",Data Scientist,165000.0
San+Francisco,Workbridge Associates,"$150,000 - $180,000 a year",A well-known San Francisco gaming company is looking to add a Senior Data Scientist to their team. They are looking for someone to build new products using...,Senior Data Scientist,165000.0
San+Francisco,Workbridge Associates,"$120,000 - $165,000 a year","Familiarity with data visualization, web analytics and modeling. 5+ years experience in machine learning and big data technologies (Hadoop or Spark preferred)....",Senior Level Data Scientist,142500.0
San+Francisco,Workbridge Associates,"$120,000 - $155,000 a year",Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of focused and...,Senior Data Scientist (Healthcare),137500.0
San+Francisco,Smith Hanley Associates,"$140,000 - $160,000 a year","This person will recruit, build and lead a team of Data Scientists. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer...",Data Scientist,150000.0
San+Francisco,Selby Jennings,"$160,000 a year","Integrate data and control APIs utilzing 3rd party biz apps. One of our largest start-up clients, a rapidly growing Bay Area startup, is looking to add an...",Business Intelligence/Data Scientist at VC Bay Area Start-up,160000.0
San+Francisco,Talent Compliance Consulting Services,"$100,000 a year",Strong data analysis skills including setting specifications and monitoring reagent/kit lot performance....,Quality Control Scientist,100000.0
San+Francisco,Oakland Unified School District,"$72,364 - $96,934 a year","Provide training on data analysis, data systems and appropriate use of data to District staff. Data Analyst II:....","Data Analyst II (Department: Research, Assessment & Data)",84649.0
San+Francisco,Corporate Labs Technology,"$110,000 - $180,000 a year","Natural Language Processing Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",Data Scientist (Natural Language Processing),145000.0
San+Francisco,Brilent,"$150,000 a year","The Brilent team brings together deep experience in machine learning, and data science from leading edge companies to solve the growing problem of leveraging...",Senior NLP Scientist/Engineer,150000.0
San+Francisco,Workbridge Associates,"$115,000 - $145,000 a year","2+ years of experience in Data Scientist, Quantitative Analyst, Research Engineering, or similar role. Subscription-based retail technology platform provider...",Senior Data Scientist (Econometrics),130000.0
San+Francisco,HSF Consulting,"$160,000 a year","More data- they simply have more data than they know what to do with right now. About the startup- Applying disruptive data science, cognitive research, ML and...",Senior Data Scientist,160000.0
San+Francisco,All-In Analytics,"$100,000 - $150,000 a year","Fraud Data Scientist. Seeking someone with skills and experience when it comes to Business Analysis, Compliance, Fraud Analytics, Anti Money Laundering (AML),...",Fraud Data Scientist,125000.0
San+Francisco,Corporate Labs Technology,"$110,000 - $180,000 a year","Machine Learning Developer Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",Data Scientist (Machine Learning),145000.0
San+Francisco,Workbridge Associates,"$150,000 - $200,000 a year",This group works alongside the algorithms platform engineering team and enables a data science modeling group of 50-60 Data Scientists....,"Senior Data Scientist, Machine Learning (Data Labs)",175000.0
San+Francisco,Workbridge Associates,"$130,000 - $180,000 a year",This leading company has a job opening for Principal Data Scientist in Downtown San Francisco. The ideal candidate is excellent in problem solving in team...,Principal Data Scientist,155000.0
San+Francisco,"NextGen Jane, Inc.","$65,000 a year",Scientific Researcher – Next Gen Sequencing Scientist*. Scientist will be responsible for optimization of protocols and troubleshooting difficult sample types...,Scientific Researcher,65000.0
San+Francisco,Workbridge Associates,"$140,000 - $200,000 a year",The Senior Data Scientist position requires a fundamental knowledge of both computer programming and applied mathematics or statistics....,Senior Data Scientist (Autonomous Vehicle Research),170000.0
San+Francisco,University of California Berkeley,"$43,692 - $51,120 a year",Demonstrated experience with programming for biological data analysis and familiarity with functional genetic and/or genomic data is expected....,Post-Doctoral Scholar-Employee: Analysis of omics data,47406.0
San+Francisco,"Projas Technologies, LLC",$70 - $95 a day,BA/BS degree in Computer Science preferred with a strong academic record (MS/PhD or equivalent a plus).At least 3 years of experience in relevant analytics...,Senior Data Scientist (FTE or Contract to hire),
San+Francisco,Brilent,"$130,000 a year","Perform large-scale data analysis, find interesting patterns and translate them into product improvements. We are building the next-generation, big data talent...",Senior Data Scientist,130000.0
San+Francisco,Engage Recruiting LLC,"$145,000 a year","The person will be working with a team of Engineers, Data Analysts and Data Scientists. Our client is seeking a Data Engineer ....",Data Engineer,145000.0
San+Francisco,NJF Search,"$200,000 a year",RESPONSIBILITIES:  Design and develop predictive models and other components of automated trading systems. REQUIREMENTS:  PhD + Industry experience,Quantitative Researcher - Statistical Machine Learning - Hed...,200000.0
San+Francisco,3coast,"$80,000 - $200,000 a year",VP - Predictive Modeling / Data Scientist. Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and...,VP - Predictive Modeling / Data Scientist,140000.0
San+Francisco,Workbridge Associates,"$130,000 - $150,000 a year","2+ years of experience in Data Scientist, Quantitative Analyst, Research Engineering, or similar role. Subscription-based retail tech startup has an opening for...",Data Scientist (Econometrics),140000.0
San+Francisco,HSF Consulting,"$300,000 a year","Teams included Data Services(including data engineering and data warehouse developers), Data Operations, and Data Science. Data lead at data company:....",VP of Data Services,300000.0
San+Francisco,Smith Hanley Associates,"$150,000 - $170,000 a year","Manager, Data Science. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer marketing....","Manager, Data Science",160000.0
San+Francisco,Workbridge Associates,"$130,000 - $150,000 a year",You will work in a flat organization with sixty data scientists and engineers that have developed a business around data....,Senior Data Scientist (Financial Engineering),140000.0
San+Francisco,California State University,"$50,400 - $60,000 a year",Compile and analyze data for written reports and presentations. Analyze data and make accurate projections using standard budgeting and accounting practices;...,"Administrative Analyst/Specialist, Exempt I - Office of Rese...",55200.0
San+Francisco,Jobspring Partners,"$150,000 - $175,000 a year","Given the high volume of data collected by the company’s software, experience with non-relational databases is strongly preferred....",Python Developer (Machine Learning),162500.0
San+Francisco,San Francisco State University,"$20,093 - $22,496 a year","Prior experience with data analysis pathways (e.g. Ability to gather, compile, and analyze research data, and to present data in tabular, graphic, and pictorial...",Research Technician II - Office of Research and Sponsored Pr...,21294.5
San+Francisco,University of California Berkeley,"$49,012 a year",Concepts in Computing with Data. (On reproducible and collaborative statistical data science). Introduction to Probability & Statistics for Life Scientists....,Lecturer - Statistics - Department of Statistics (includes s...,49012.0
San+Francisco,Analytic Recruiting,"$160,000 a year",5+ years experience in data mining of large disparate data and data modeling. Track record of success in a data scientist role....,Lead Data Scientist,160000.0
San+Francisco,Workbridge Associates,"$120,000 - $150,000 a year","There is a small team of Data Engineers and Data Scientists, and they are looking for similar-minded individuals that seek learning opportunities and a...",Mid-Level Data Engineer,135000.0
San+Francisco,Global Placement Firm,"$150,000 - $160,000 a year",Lead a team of senior data analysts and software developers to deliver industry-best web analytics services. Lead technology discussions and guide the technical...,Head of Data Sciences,155000.0
San+Francisco,University of California Berkeley,"$67,500 - $81,600 a year",Ensures accuracy and completeness of data in master files and various support tools. Should be knowledgeable about professional approaches and relevant...,"Database Administrator, GSE",74550.0
San+Francisco,Workbridge Associates,"$165,000 - $195,000 a year",The role will be working on technology that provides API endpoints to gather data. A leading San Francisco-based company in the fin-tech space is looking for an...,"Staff Engineer, Machine Learning (Scala)",180000.0
San+Francisco,Jobspring Partners,"$180,000 - $275,000 a year",This is an opportunity to lead a team of talented engineers in the personalization and data analytics industry....,Vice President Engineering (Big Data/ Machine Learning),227500.0
San+Francisco,LT,"$125,000 a year",We have four QA engineers with three more open positions and two data scientists with more open roles. My client a leading mobile application company located in...,QA Engineer,125000.0
San+Francisco,NJF Search,"$140,000 a year",My client is a prop trading firm in SF seeks a fundamental equity research analyst to join the option trading team. The role will involve conducting analysis,Equity Research Analyst - US Energy Stocks,140000.0
San+Francisco,Lighthouse Recruiting,"$75,000 - $95,000 a year","Join our Medical Laboratory Scientists Groups:. Manage, cross-check, record, and update data from a variety of sources....",Billing Specialist,85000.0
San+Francisco,Global Placement Firm,$130 - $140 a day,"This role is suited for a self-directed Senior Web Research Scientist to generate robust, actionable analytics from immense, real-world data sets....",Senior Web Research Scientist,
San+Francisco,LT,"$200,000 a year",We have four QA engineers with three more open positions and two data scientists with more open roles. My client a leading mobile application company located in...,Java Developer,200000.0
San+Francisco,Workbridge Associates,"$150,000 - $200,000 a year","Drive creation of best practices and new standards for statistical data modeling, optimization tools and big data for consumer facing website....",Director of Data Science (Mapping),175000.0
San+Francisco,LT,"$180,000 a year",We have two QA engineers with three more open positions and one data scientist with more open roles. My client a leading mobile application company located in...,Erlang Engineer,180000.0
San+Francisco,HSF Consulting,"$180,000 a year","Monitor data munging processes- data validation. This startup is seeking a hands-on Data Operations Manager to join their team with the responsibility leading,...",Data Operations Manager,180000.0
Atlanta,firstPRO,"$100,000 a year","Data scientist, SQL, data anlysis, R:. Fast growing, exciting company has an immediate need for a SQL Data Scientist on a direct hire basis....",Data Scientist / SQL,100000.0
Atlanta,Ga. Dept. of Admin. Services,"$36,000 - $46,000 a year",Statistical Data Analyst. Strong data research and analysis skills for the position of Statistical Data....,Statistical Data Analyst,41000.0
Atlanta,Centers for Disease Control and Prevention,"$61,956 - $96,538 a year","As a Health Scientist your will:. In addition to meeting the basic requirements, applicants must have one year of specialized experience, equivalent to the GS...",Health Scientist,79247.0
Atlanta,Centers for Disease Control and Prevention,"$122,744 - $159,572 a year","As a Supervisory Health Scientist, you will. Quality improvement and presentation and publication of data and research findings....",Supervisory Health Scientist,141158.0
Atlanta,Emory University,"$33,400 a year","Compiles data and records results of studies for publications, grants and seminar presentations. The candidate should enjoy and be capable of working with...",Research Specialist,33400.0
Atlanta,Centers for Disease Control and Prevention,"$74,260 - $114,802 a year",As an Interdisciplinary Health Scientist/ Behavioral Scientist you will:. Manage improvement plan task completion and analyze performance data to track progress...,Interdisciplinary Health Scientist/ Behavioral Scientist,94531.0
Atlanta,"Wismettac Asian Foods, Inc.","$50,794 a year","Wismettac Asian Foods, Inc., (formerly Nishimoto Trading Co., Ltd.), in Norcross, GA, seeks a full-time Market Research Analyst to research market conditions...",Market Research Analyst,50794.0
Atlanta,Emory University,"$56,200 a year","Using an advanced knowledge of research methodology and techniques, provides leadership in the planning and development of survey instruments, guidelines, and...","Asc Dir, Research Projects",56200.0
Atlanta,Emory University,"$52,300 a year","Responsible for post-award processing of grants and contracts for a department, division or school. Provides account management, reconciliation, and",Research Financial Analyst (Dept/Sch),52300.0
Atlanta,Velossent,"$160,000 a year","Experience with leading teams comprised of Data Scientists, Data Engineers, and Data Analysts. Experience with building/managing Data Warehouses & Data Lakes....",Director of Data,160000.0
Atlanta,Selby Jennings,"$175,000 - $250,000 a year","While statistical modeling is a primary aspect of this position, quantitative analysis and owning your own data and findings is also a necessary responsibility....",Statistical Credit Risk Modeler | Top Performing Investment...,212500.0
Atlanta,firstPRO,"$120,000 a year","Growing and highly stable company has an immediate need for a Senior Software Engineer on a direct hire basis. In this role, you will play an integral role in",C++ Developer / Machine Learning,120000.0
Atlanta,CSTE,"$54,182 a year",Skills with developing and presenting epidemiologic data to a wide range of audiences; Knowledge and understanding of SAS and Excel with experience/demonstrated...,Associate Research Analyst,54182.0
Atlanta,Smith Hanley Associates,"$65,000 - $110,000 a year",An individual with previous modeling experience in credit card transaction data is preferred. Degree or above in quantitative discipline with experience in Data...,Research Statistician - Payment Cards,87500.0
Atlanta,JVI,"$55,000 a year",Real Estate Research Analyst - Title Research Analyst Do you have years of real estate closing and/or title research experience but are tired of doing,Real Estate / Title Research Analyst,55000.0
Atlanta,Synergy Search Group,"$80,000 a year","Duties will include data conversion from multiple systems into analytical software such as ACL, using data analytical techniques to validate the integrity of...",Audit Snr (Banking) - Data Analysis 60K-80K,80000.0
Atlanta,Smith Hanley Associates,"$75,000 - $100,000 a year",-Business based experience doing data mining and statistical modeling. -Provide analytical solutions for business problems by developing and implementing...,Marketing Statistician,87500.0
Atlanta,Principle Solutions Group,"$80,000 a year","Working knowledge of data center management concepts and practices. OR "" meng"" OR "" scientist"" OR "" technician"" OR "" technical"") AND ("" linux administrator"" OR...",DevOps Engineer,80000.0
Atlanta,Amana Academy Charter School,"$30,000 - $39,999 a year",Accounts Receivables - data entry. Invoice data entry once approved. Our intent is to “push down the 4 walls of the school” by taking students out into the...,School Business Manager and Human Resources (HR),34999.5
